event_id,magnitude,depth_km,latitude,longitude,cdi,mmi,sig,nst,dmin,gap,tsunami_flag,year,month
eq_2016_4_254,6.7,27.59,-13.9805,166.594,7,5,692,0,6.787,25,1,2016,4
eq_2016_4_255,6.7,24,-14.0683,166.624,7,6,691,0,6.697,19,1,2016,4
eq_2016_4_256,6.9,26,-14.3235,166.855,7,6,734,0,1.166,25,1,2016,4
eq_2016_3_257,7.8,24,-4.9521,94.3299,4,3,948,0,7.009,20,0,2016,3
eq_2016_1_258,7.2,177,53.9776,158.546,3,7,799,0,0.958,17,1,2016,1
eq_2016_1_259,7.1,125.6,59.6204,-153.339,7,7,1496,0,0,0,1,2016,1
eq_2016_1_260,6.6,10,18.8239,-106.934,3,4,673,0,2.413,74,1,2016,1
eq_2016_1_261,6.7,46,41.9723,142.781,5,6,717,0,0.281,22,1,2016,1
eq_2016_1_262,6.5,13,3.8965,126.862,3,6,651,0,3.144,22,1,2016,1
eq_2016_1_263,6.7,55,24.8036,93.6505,8,7,1515,0,1.794,16,0,2016,1
eq_2015_12_264,6.6,85,15.8015,-93.633,8,6,765,0,0.41,35,1,2015,12
eq_2015_12_265,6.9,21,-4.1064,129.508,8,5,738,0,2.979,14,0,2015,12
eq_2015_12_266,7.2,22,38.2107,72.7797,4,7,827,0,1.116,18,0,2015,12
eq_2015_11_267,6.7,602.75,-9.1825,-71.2574,2,3,691,0,2.033,19,0,2015,11
eq_2015_11_268,7.6,620.56,-10.0598,-71.0184,5,4,896,0,2.852,10,0,2015,11
eq_2015_11_269,7.6,606.21,-10.5372,-70.9437,6,5,957,0,3.287,10,1,2015,11
eq_2015_11_270,6.8,12.59,-8.8994,158.422,5,6,715,0,1.599,19,1,2015,11
eq_2015_11_271,6.5,11,38.67,20.6,7,7,1018,0,0,0,0,2015,11
eq_2015_11_272,6.7,12,31.0009,128.873,5,4,702,0,1.444,17,0,2015,11
eq_2015_11_273,6.9,10,-29.5097,-72.0585,5,6,744,0,0.821,43,0,2015,11
eq_2015_11_274,6.9,12,-29.5067,-72.0068,6,6,761,0,0.784,32,1,2015,11
eq_2015_11_275,6.6,10,6.8431,94.648,7,4,675,0,2.792,31,0,2015,11
eq_2015_11_276,6.8,46,-30.8796,-71.4519,7,7,841,0,0.258,41,1,2015,11
eq_2015_11_277,6.5,20,-8.3381,124.875,5,7,657,0,1.53,21,0,2015,11
eq_2015_10_278,7.5,231,36.5244,70.3676,8,7,1448,0,0.622,18,0,2015,10
eq_2015_10_279,7.1,135,-14.8595,167.303,6,6,780,0,0.592,11,1,2015,10
eq_2015_9_280,6.6,18,-0.6212,131.262,7,7,671,0,2.486,13,0,2015,9
eq_2015_9_281,6.6,35,-31.7275,-71.3792,5,7,820,0,1.064,14,1,2015,9
eq_2015_9_282,6.7,23,-31.5173,-71.804,5,7,718,0,0.853,35,0,2015,9
eq_2015_9_283,6.5,27,-31.4244,-71.6876,6,7,657,0,0.749,62,0,2015,9
eq_2015_9_284,7,28.41,-31.5622,-71.4262,8,7,799,0,0.903,13,0,2015,9
eq_2015_9_285,8.3,22.44,-31.5729,-71.6744,9,8,1960,0,0.684,19,1,2015,9
eq_2015_9_286,6.7,10,24.913,-109.623,5,5,708,0,1.256,123,1,2015,9
eq_2015_8_287,6.5,6.43,-9.3293,157.877,0,5,650,0,2.045,16,1,2015,8
eq_2015_8_288,6.6,22,-9.3438,158.053,3,5,671,0,1.872,20,1,2015,8
eq_2015_7_289,7,48,-2.6286,138.528,9,7,762,0,6.278,12,1,2015,7
eq_2015_7_290,6.9,29,52.376,-169.446,4,7,734,0,0.444,39,1,2015,7
eq_2015_7_291,7,11,-10.4012,165.141,8,6,759,0,5.205,22,1,2015,7
eq_2015_7_292,6.5,20,13.8672,-58.5479,4,4,686,0,1.218,20,1,2015,7
eq_2015_7_293,6.7,12,-9.307,158.403,4,5,691,0,1.529,11,1,2015,7
eq_2015_6_294,6.5,460,27.7375,139.725,3,4,652,0,2.277,11,0,2015,6
eq_2015_5_295,7.8,664,27.8386,140.493,6,3,1151,0,1.675,12,1,2015,5
eq_2015_5_296,6.8,72.6,56.594,-156.43,5,6,762,0,0,0,1,2015,5
eq_2015_5_297,6.8,10,-11.1093,163.215,1,5,711,0,3.619,18,1,2015,5
eq_2015_5_298,6.9,11.19,-11.0559,163.696,1,4,732,0,4.024,22,1,2015,5
eq_2015_5_299,6.8,11,-10.8759,164.169,1,4,711,0,4.395,15,1,2015,5
eq_2015_5_300,6.8,35,38.9056,142.032,8,6,831,0,1.422,8,1,2015,5
eq_2015_5_301,7.3,15,27.8087,86.0655,8,7,1563,0,0.677,11,0,2015,5
eq_2015_5_302,7.1,10,-7.2175,154.557,1,6,776,0,3.835,11,1,2015,5
eq_2015_5_303,7.5,55,-5.4624,151.875,7,8,869,0,1.295,22,1,2015,5
eq_2015_5_304,6.8,44,-5.2005,151.777,5,6,714,0,1.074,23,1,2015,5
eq_2015_4_305,6.7,31,-5.375,151.771,5,6,692,0,1.239,12,1,2015,4
eq_2015_4_306,6.7,22.91,27.7711,86.0173,7,7,1016,0,0.727,13,0,2015,4
eq_2015_4_307,6.6,10,28.2244,84.8216,8,7,733,0,1.778,16,0,2015,4
eq_2015_4_308,7.8,8.22,28.2305,84.7314,8,9,2820,0,1.857,12,0,2015,4
eq_2015_4_309,6.5,10,-15.8815,-178.6,0,5,650,0,3.702,42,1,2015,4
eq_2015_3_310,6.5,11,-15.4994,-173.029,2,5,650,0,4.629,36,1,2015,3
eq_2015_3_311,7.5,41,-4.7294,152.562,6,7,872,0,0.666,19,1,2015,3
eq_2015_2_312,7,552.06,-7.2968,122.535,4,6,760,0,1.362,12,0,2015,2
eq_2015_2_313,6.7,23,39.8558,142.881,5,5,714,0,1.925,20,1,2015,2
eq_2015_2_314,6.7,223,-23.1125,-66.688,4,6,700,0,2.11,16,1,2015,2
eq_2015_1_315,6.8,219.96,-17.0309,168.52,1,4,711,0,2.019,13,1,2015,1
eq_2015_1_316,6.5,8,5.9045,-82.6576,1,4,650,0,4.318,61,1,2015,1
eq_2014_12_317,6.6,20,7.9401,-82.6865,7,6,709,0,2.485,43,1,2014,12
eq_2014_12_318,6.6,23,-6.5108,154.46,1,5,670,0,3.246,12,1,2014,12
eq_2014_12_319,6.6,614,6.1572,123.126,1,3,670,0,2.6,9,0,2014,12
eq_2014_11_320,6.8,39,1.9604,126.575,6,5,713,0,1.421,19,1,2014,11
eq_2014_11_321,6.5,35,2.2999,127.056,5,5,652,0,1.549,9,1,2014,11
eq_2014_11_322,6.7,22,-37.6478,179.662,7,4,698,0,1.079,25,1,2014,11
eq_2014_11_323,7.1,45,1.8929,126.522,4,6,779,0,1.397,18,1,2014,11
eq_2014_11_324,6.6,53.19,-5.9873,148.232,2,6,671,0,3.557,13,1,2014,11
eq_2014_11_325,7.1,434,-19.6903,-177.759,3,6,776,0,4.415,13,1,2014,11
eq_2014_10_326,7.3,40,12.5262,-88.1225,8,6,982,0,1.078,18,1,2014,10
eq_2014_9_327,6.7,130,13.7641,144.429,5,5,724,0,0.46,11,1,2014,9
eq_2014_8_328,6.8,101,-14.598,-73.5714,6,6,741,0,4.107,18,1,2014,8
eq_2014_8_329,6.9,13,0.8295,146.169,0,4,732,0,6.393,12,1,2014,8
eq_2014_7_330,6.9,615.42,-19.8015,-178.4,0,6,732,0,3.934,15,1,2014,7
eq_2014_7_331,6.5,20,37.0052,142.452,5,4,706,0,2.421,9,1,2014,7
eq_2014_7_332,6.9,53,14.724,-92.4614,8,7,1079,0,0.263,51,1,2014,7
eq_2014_7_333,6.5,20,-6.2304,152.807,0,4,650,0,2.124,15,1,2014,7
eq_2014_6_334,6.7,18,-14.9831,-175.51,0,5,691,0,6.713,45,1,2014,6
eq_2014_6_335,6.9,8,-55.4703,-28.3669,0,5,732,0,4.838,25,1,2014,6
eq_2014_6_336,7.9,109,51.8486,178.735,6,8,963,0,0.133,22,1,2014,6
eq_2014_6_337,6.7,26.59,-29.9414,-177.607,0,5,691,0,0.748,43,0,2014,6
eq_2014_6_338,6.5,10,-29.9379,-177.516,0,5,650,0,0.778,30,0,2014,6
eq_2014_6_339,6.9,20,-29.9772,-177.725,0,5,732,0,0.751,35,1,2014,6
eq_2014_5_340,6.9,6.43,40.2893,25.3889,9,7,951,0,0.402,25,0,2014,5
eq_2014_5_341,6.5,10,7.2096,-82.3045,7,5,694,0,3.121,33,1,2014,5
eq_2014_5_342,6.6,106,-21.4542,170.355,0,5,670,0,3.34,10,1,2014,5
eq_2014_4_343,6.5,10,49.6388,-127.732,4,6,838,0,0,0,1,2014,4
eq_2014_4_344,7.5,43.37,-6.7547,155.024,0,6,865,0,3.82,16,1,2014,4
eq_2014_4_345,6.6,29,-6.6558,155.087,0,6,670,0,3.803,11,1,2014,4
eq_2014_4_346,7.2,24,17.397,-100.972,8,7,1017,0,2.25,46,1,2014,4
eq_2014_4_347,6.6,10,-11.1284,162.052,0,6,670,0,2.666,22,0,2014,4
eq_2014_4_348,7.4,39,-11.4633,162.051,0,6,842,0,2.885,17,1,2014,4
eq_2014_4_349,7.6,22.56,-11.2701,162.148,0,7,889,0,2.828,13,1,2014,4
eq_2014_4_350,6.6,135,11.642,-85.8779,6,5,677,0,0.761,20,1,2014,4
eq_2014_4_351,6.5,20,-6.7878,154.95,0,6,650,0,3.787,16,1,2014,4
eq_2014_4_352,7.1,60.53,-6.5858,155.048,0,7,776,0,3.729,21,1,2014,4
eq_2014_4_353,7.7,22.4,-20.5709,-70.4931,8,9,1057,0,1.029,44,1,2014,4
eq_2014_4_354,6.5,24.07,-20.3113,-70.5756,7,7,670,0,0.828,82,0,2014,4
eq_2014_4_355,6.9,28.42,-19.8927,-70.9455,0,5,732,0,0.828,119,0,2014,4
eq_2014_4_356,8.2,25,-19.6097,-70.7691,9,8,1332,0,0.609,23,1,2014,4
eq_2014_3_357,6.7,20,-19.9807,-70.7022,7,7,718,0,1.008,44,1,2014,3
eq_2014_3_358,6.8,16.441,40.8287,-125.134,5,5,1211,112,0.6568,229,1,2014,3
eq_2014_3_359,6.5,119,27.4312,127.367,4,5,668,0,1.001,17,1,2014,3
eq_2014_2_360,6.5,14.83,14.6682,-58.9272,5,4,681,0,1.635,30,1,2014,2
eq_2014_2_361,6.9,10,35.9053,82.5864,3,8,733,0,7.496,18,0,2014,2
eq_2014_2_362,6.5,122,-15.0691,167.372,0,5,650,0,0.409,20,1,2014,2
eq_2014_2_363,6.5,44.26,-32.9076,-177.881,0,3,650,0,3.651,22,1,2014,2
eq_2014_1_364,6.5,187,-13.8633,167.249,0,4,650,0,3.997,14,1,2014,1
eq_2013_11_365,6.5,371,-17.1171,-176.545,3,4,651,0,5.194,22,0,2013,11
eq_2013_11_366,7.7,10,-60.2738,-46.4011,1,8,912,0,8.05,23,1,2013,11
eq_2013_11_367,6.9,9.97,-60.2627,-47.0621,0,5,732,0,8.284,17,1,2013,11
eq_2013_10_368,6.6,27,-30.2921,-71.5215,6,7,723,0,0.636,31,1,2013,10
eq_2013_10_369,7.1,35,37.1557,144.661,6,4,872,0,3.968,10,1,2013,10
eq_2013_10_370,6.6,9.45,26.0913,-110.321,8,5,692,0,1.98,44,1,2013,10
eq_2013_10_371,6.8,35,-6.4456,154.931,0,6,711,0,5.79,9,1,2013,10
eq_2013_10_372,7.1,19.04,9.8796,124.117,9,8,1092,0,3.144,12,1,2013,10
eq_2013_10_373,6.6,40,35.5142,23.2523,5,6,691,0,1.984,40,0,2013,10
eq_2013_10_374,6.7,573,53.1995,152.786,0,3,691,0,2.958,11,0,2013,10
eq_2013_9_375,6.5,41.54,-30.9255,-178.323,0,4,650,0,1.709,21,1,2013,9
eq_2013_9_376,6.8,12,27.1825,65.5052,7,7,1005,0,7.359,17,0,2013,9
eq_2013_9_377,7.1,40,-15.8385,-74.5112,8,7,843,0,4.446,17,1,2013,9
eq_2013_9_378,7.7,15,26.951,65.5009,5,8,2015,0,7.241,17,0,2013,9
eq_2013_9_379,6.5,20,51.5573,-174.767,0,6,650,0,0.735,24,1,2013,9
eq_2013_9_380,6.5,402,29.9377,138.833,5,3,739,0,3.276,26,0,2013,9
eq_2013_9_381,6.5,112,-7.44,128.221,4,5,668,0,3.097,11,0,2013,9
eq_2013_8_382,7,29,51.537,-175.23,5,6,758,0,0.624,53,0,2013,8
eq_2013_8_383,6.5,8.2,-41.734,174.152,9,7,690,0,0,0,1,2013,8
eq_2013_8_384,6.7,12,5.7732,-78.1999,4,5,715,0,3.741,22,1,2013,8
eq_2013_7_385,6.5,17,-41.704,174.337,6,7,693,229,0,20,1,2013,7
eq_2013_7_386,7.3,11,-60.857,-25.07,0,6,820,398,0,43,1,2013,7
eq_2013_7_387,6.6,56,-6.029,149.706,4,6,674,139,0,14,0,2013,7
eq_2013_7_388,7.3,385.5,-3.917,153.927,0,4,820,117,0,24,1,2013,7
eq_2013_6_389,6.6,10,10.701,-42.594,0,7,670,111,0,16,1,2013,6
eq_2013_6_390,6.5,30,11.763,-86.926,5,6,679,698,0,27,1,2013,6
eq_2013_6_391,6.7,9,-10.004,107.236,5,4,710,515,0,24,0,2013,6
eq_2013_5_392,6.7,624,52.235,151.444,0,3,691,217,0,25.2,1,2013,5
eq_2013_5_393,8.3,598.1,54.892,153.221,5,5,1115,385,0,10,1,2013,5
eq_2013_5_394,7.4,173.7,-23.009,-177.232,0,6,842,626,0,16,1,2013,5
eq_2013_5_395,6.8,602.2,18.728,145.288,0,3,711,131,0,18,0,2013,5
eq_2013_4_396,6.5,10,-3.898,152.127,0,6,650,264,0,16.6,1,2013,4
eq_2013_4_397,6.6,14,30.308,102.888,8,8,2083,548,0,12.6,0,2013,4
eq_2013_4_398,7.2,110,46.221,150.788,5,7,804,770,0,10.1,1,2013,4
eq_2013_4_399,6.6,13,-3.214,142.542,7,7,672,445,0,11,1,2013,4
eq_2013_4_400,7.7,80,28.033,61.996,8,8,1421,506,0,26.6,0,2013,4
eq_2013_4_401,6.6,31,-6.475,154.607,0,5,670,491,0,11.5,1,2013,4
eq_2013_4_402,7,66,-3.517,138.476,3,7,755,640,0,11.4,1,2013,4
eq_2013_3_403,6.5,28,-6.598,148.174,0,6,650,317,0,14.2,1,2013,3
eq_2013_3_404,6.5,29,50.958,157.408,3,6,651,480,0,20.7,0,2013,3
eq_2013_2_405,6.9,41,50.954,157.283,5,6,736,531,0,20.7,1,2013,2
eq_2013_2_406,6.6,11,67.631,142.508,0,7,670,697,0,15.3,1,2013,2
eq_2013_2_407,6.6,18,-10.994,165.741,0,6,670,421,0,16.6,1,2013,2
eq_2013_2_408,6.9,145,1.135,-77.393,5,5,904,562,0,23.7,1,2013,2
eq_2013_2_409,7.1,21,-10.928,166.018,9,6,780,334,0,16.5,1,2013,2
eq_2013_2_410,6.8,12,-10.838,165.969,0,7,711,400,0,17.5,1,2013,2
eq_2013_2_411,6.7,11,-10.997,165.655,0,6,691,387,0,26.5,1,2013,2
eq_2013_2_412,7,8.8,-10.499,165.588,0,6,754,445,0,17.5,0,2013,2
eq_2013_2_413,7.1,10,-11.183,164.882,0,5,776,550,0,18.4,0,2013,2
eq_2013_2_414,8,24,-10.799,165.114,8,7,993,460,0,20.9,1,2013,2
eq_2013_2_415,6.9,107,42.77,143.092,6,7,814,686,0,28,0,2013,2
eq_2013_1_416,6.8,45,-28.094,-70.653,6,7,771,596,0,19.3,0,2013,1
eq_2013_1_417,7.5,8.7,55.228,-134.859,6,6,1425,0,0,0,0,2013,1
eq_2012_12_418,6.7,200.7,-14.344,167.286,0,4,691,521,0,13.7,0,2012,12
eq_2012_12_419,7.1,155,-6.533,129.825,5,5,843,517,0,8.7,0,2012,12
eq_2012_12_420,7.3,31,37.89,143.949,6,5,1014,918,0,14.8,0,2012,12
eq_2012_11_421,6.5,20,14.129,-92.164,4,5,708,598,0,57.3,0,2012,11
eq_2012_11_422,6.8,13.7,23.005,95.885,7,6,795,391,0,13.7,0,2012,11
eq_2012_11_423,7.4,24,13.988,-91.895,8,7,1455,751,0,25.5,0,2012,11
eq_2012_10_424,7.8,14,52.788,-132.101,8,7,1726,807,0,42.7,0,2012,10
eq_2012_10_425,6.5,17,10.086,-85.298,6,6,745,691,0,34.4,0,2012,10
eq_2012_10_426,6.6,13,-4.892,134.03,3,5,675,291,0,17.7,0,2012,10
eq_2012_9_427,7.3,170,1.929,-76.362,7,6,1221,934,0,15.5,0,2012,9
eq_2012_9_428,7.6,35,10.085,-85.315,8,7,1555,703,0,34.3,0,2012,9
eq_2012_8_429,7.6,28,10.811,126.638,8,5,1115,682,0,10.2,0,2012,8
eq_2012_8_430,7.3,28,12.139,-88.59,5,5,994,417,0,37,0,2012,8
eq_2012_8_431,6.6,91.1,2.19,126.837,4,5,678,497,0,14.6,0,2012,8
eq_2012_8_432,7.7,583.2,49.8,145.064,7,4,941,862,0,13.8,0,2012,8
eq_2012_7_433,6.5,41,-4.651,153.173,5,6,653,576,0,11.7,0,2012,7
eq_2012_4_434,6.6,134.7,-18.685,-174.705,4,5,675,529,0,15.7,0,2012,4
eq_2012_4_435,6.7,16,-1.617,134.276,0,7,691,370,0,15.4,0,2012,4
eq_2012_4_436,6.8,198,-5.462,147.117,6,5,732,597,0,12.6,0,2012,4
eq_2012_4_437,6.7,29,-32.625,-71.365,0,7,691,518,0,26.9,0,2012,4
eq_2012_4_438,7,13,28.696,-113.104,7,7,1000,474,0,95.9,0,2012,4
eq_2012_4_439,6.5,20,18.229,-102.689,7,6,1171,599,0,54.1,0,2012,4
eq_2012_4_440,8.2,25.1,0.802,92.463,9,6,1213,341,0,14.9,0,2012,4
eq_2012_4_441,8.6,20,2.327,93.063,9,7,2048,499,0,16.6,0,2012,4
eq_2012_3_442,7.1,40.7,-35.2,-72.217,7,7,1496,553,0,15.2,0,2012,3
eq_2012_3_443,6.6,118,-6.242,145.955,6,6,709,640,0,10.1,0,2012,3
eq_2012_3_444,7.4,20,16.493,-98.231,9,8,1752,672,0,37.9,0,2012,3
eq_2012_2_445,6.7,12,51.708,95.991,7,7,833,596,0,13.4,0,2012,2
eq_2012_2_446,6.7,11,9.999,123.206,9,7,1551,572,0,11.1,0,2012,2
eq_2012_2_447,7.1,23,-17.827,167.133,5,5,793,573,0,12,0,2012,2
eq_2012_1_448,7.2,19,2.433,93.21,4,4,838,443,0,17,0,2012,1
eq_2011_12_449,6.6,15,51.842,95.911,0,7,670,545,0,17.6,0,2011,12
eq_2011_12_450,7.1,135,-7.551,146.809,6,6,834,485,0,10.6,0,2011,12
eq_2011_12_451,6.5,59,17.986,-99.789,8,7,1400,578,0,38.6,0,2011,12
eq_2011_10_452,6.9,24,-14.438,-75.966,6,7,847,474,0,46.5,0,2011,10
eq_2011_10_453,7.1,18,38.721,43.508,9,9,1096,693,0,19.7,0,2011,10
eq_2011_10_454,6.5,37,-6.57,147.881,3,6,655,423,0,12.6,0,2011,10
eq_2011_9_455,6.9,50,27.73,88.155,8,8,1562,383,0,13,0,2011,9
eq_2011_9_456,6.7,30,40.273,142.779,5,5,712,667,0,10.9,0,2011,9
eq_2011_9_457,6.7,91,2.965,97.893,5,6,915,447,0,15.3,0,2011,9
eq_2011_9_458,7,185.1,-20.671,169.716,7,5,761,406,0,15.3,0,2011,9
eq_2011_8_459,7,147,-7.641,-74.525,6,6,913,471,0,26.9,0,2011,8
eq_2011_8_460,7.1,28,-18.311,168.218,5,6,787,564,0,12.3,0,2011,8
eq_2011_8_461,6.5,35,-18.308,168.156,0,5,650,322,0,15,0,2011,8
eq_2011_8_462,7.2,32,-18.365,168.143,8,6,813,280,0,18.4,0,2011,8
eq_2011_7_463,6.6,10,-3.518,144.828,3,6,674,229,0,16.6,0,2011,7
eq_2011_7_464,7.6,17,-29.539,-176.34,3,7,893,567,0,33.5,0,2011,7
eq_2011_6_465,6.7,33,39.955,142.205,6,6,749,592,0,24.9,0,2011,6
eq_2011_5_466,6.8,11,-20.244,168.226,4,5,734,519,0,12.5,0,2011,5
eq_2011_4_467,6.8,79,-10.375,161.2,5,6,719,445,0,13,0,2011,4
eq_2011_4_468,6.6,11,37.001,140.401,7,7,822,586,0,10.1,0,2011,4
eq_2011_4_469,7.1,42,38.276,141.588,8,8,1114,446,0,17.7,0,2011,4
eq_2011_4_470,6.6,166.2,17.208,-94.338,7,6,897,518,0,37.2,0,2011,4
eq_2011_3_471,6.9,8,20.687,99.822,7,9,1154,335,0,18.2,0,2011,3
eq_2011_3_472,6.6,25.7,39.241,142.463,6,5,673,668,0,9.5,0,2011,3
eq_2011_3_473,6.5,6.8,36.166,141.562,0,4,650,369,0,18.7,0,2011,3
eq_2011_3_474,7.7,18.6,38.058,144.59,7,4,931,507,0,10.8,0,2011,3
eq_2011_3_475,7.9,42.6,36.281,141.111,8,7,1140,163,0,48.4,0,2011,3
eq_2011_3_476,9.1,29,38.297,142.373,9,8,2184,541,0,9.5,0,2011,3
eq_2011_3_477,7.3,32,38.435,142.842,5,5,972,550,0,17.4,0,2011,3
eq_2011_2_478,6.7,21,-35.38,-72.834,5,6,731,358,0,33.9,0,2011,2
eq_2011_2_479,6.9,26,-36.422,-72.96,7,7,988,382,0,34.7,0,2011,2
eq_2011_1_480,7.2,68,28.777,63.951,7,7,1449,372,0,25.3,0,2011,1
eq_2011_1_481,7,9,-20.628,168.471,2,5,755,578,0,13.3,0,2011,1
eq_2011_1_482,7.2,24,-38.355,-73.326,8,7,1054,397,0,30.1,0,2011,1
eq_2010_12_483,7.3,16,-19.702,167.947,0,5,820,409,0,12,0,2010,12
eq_2010_12_484,6.7,12,28.412,59.18,3,7,708,279,0,24.3,0,2010,12
eq_2010_12_485,6.6,33,-6.001,149.977,0,6,670,306,0,18.5,0,2010,12
eq_2010_10_486,7.8,20.1,-3.487,100.082,4,7,946,379,0,23,0,2010,10
eq_2010_10_487,6.7,13,24.696,-109.156,5,5,776,352,0,50.3,0,2010,10
eq_2010_9_488,7,26,-4.963,133.76,8,5,772,271,0,15.1,0,2010,9
eq_2010_9_489,7,12,-43.522,171.83,8,8,1245,365,0,15.8,0,2010,9
eq_2010_8_490,7.1,206.7,-1.266,-77.306,6,5,945,672,0,12.4,0,2010,8
eq_2010_8_491,7.3,25,-17.541,168.069,7,7,850,405,0,20.2,0,2010,8
eq_2010_8_492,7,44,-5.746,150.765,4,6,757,396,0,12.7,0,2010,8
eq_2010_8_493,6.5,220,-5.486,146.822,5,4,659,403,0,11.1,0,2010,8
eq_2010_7_494,7.6,578,6.497,123.48,5,3,902,340,0,15.1,0,2010,7
eq_2010_7_495,7.3,35,-5.931,150.59,8,7,831,397,0,18.2,0,2010,7
eq_2010_7_496,6.9,28,-5.966,150.428,4,7,737,456,0,15.7,0,2010,7
eq_2010_7_497,6.6,22,-38.067,-73.31,6,7,753,295,0,52.8,0,2010,7
eq_2010_6_498,6.7,35,-10.627,161.447,5,6,696,392,0,18.7,0,2010,6
eq_2010_6_499,6.6,10.5,-2.329,136.484,0,7,670,309,0,25,0,2010,6
eq_2010_6_500,7,18,-2.174,136.543,3,7,755,307,0,18.1,0,2010,6
eq_2010_6_501,7.5,35,7.881,91.936,6,5,1144,514,0,18.6,0,2010,6
eq_2010_5_502,7.2,31,-13.698,166.643,5,6,804,327,0,11.7,0,2010,5
eq_2010_5_503,7.2,38,3.748,96.018,5,6,918,611,0,20.6,0,2010,5
eq_2010_4_504,6.9,17,33.165,96.548,6,9,773,410,0,14.9,0,2010,4
eq_2010_4_505,6.9,21,-10.878,161.116,4,5,740,399,0,12.1,0,2010,4
eq_2010_4_506,7.8,31,2.383,97.048,0,7,936,352,0,19.2,0,2010,4
eq_2010_4_507,7.2,9.987,32.2862,-115.295,9,9,2910,10,0.5137,239,0,2010,4
eq_2010_3_508,6.6,34,13.667,92.831,5,6,701,413,0,16.7,0,2010,3
eq_2010_3_509,6.7,18,-36.217,-73.257,5,6,856,312,0,34.7,0,2010,3
eq_2010_3_510,6.5,32,37.745,141.59,6,5,810,491,0,27,0,2010,3
eq_2010_3_511,7,18,-34.326,-71.799,7,7,874,403,0,17.1,0,2010,3
eq_2010_3_512,6.9,11,-34.29,-71.891,7,7,1280,415,0,12.5,0,2010,3
eq_2010_3_513,6.8,26,-3.762,100.991,4,6,717,401,0,23.2,0,2010,3
